xml_id,our_index,our_word,canon_indexes,canon_words,relation,matched
Y0.6,0,frastuiiē.,2,fərastuiiē.,substitution,True
Y0.6,1,humatōibiiascā.,3,humatōibiiascā.,equal,True
Y0.6,2,hīxtōibiiascā.,4,hūxtōibiiascā.,substitution,True
Y0.6,3,huuarəštōibiiscā.,5,huuarštōibiiascā.,substitution,True
Y0.6,4,mąϑβōibiiascā.,6,mąϑβōibiiascā.,equal,True
Y0.6,5,vaxəδβōibiiascā.,7,vaxəδβōibiiascā.,equal,True
Y0.6,6,varəštuuōibiiascā.,8,varštuuōibiiascā.,substitution,True
Y0.6,7,aibī.gairiiā.,9,aibī.gairiiā.,equal,True
Y0.6,8,daiϑī.,10,daiϑē.,substitution,True
Y0.6,9,vīspā.,11,vīspā.,equal,True
Y0.6,10,humatācā.,12,humatācā.,equal,True
Y0.6,11,hīxtācā.,13,hūxtācā.,substitution,True
Y0.6,12,huuarštācā.,14,huuarštācā.,equal,True
Y0.6,13,paitirəciiā.,15,paitī.riciiā.,substitution,True
Y0.6,14,diiϑə̄.,16,daiϑē.,substitution,True
Y0.6,15,vīspā.,17,vīspā.,equal,True
Y0.6,16,dušmatācā.,18,dušmatācā.,equal,True
Y0.6,17,dužīxtācā.,19,dužūxtācā.,substitution,True
Y0.6,18,dužuuarəštācā.,20,dužuuarštācā.,substitution,True
Y0.7,0,frā.,0,fərā.,substitution,True
Y0.7,1,vīrāhə̄.,2,rāhī.,substitution,True
Y0.7,2,aməṣ̌ā.,3,aməṣ̌ā.,equal,True
Y0.7,3,spəṇtā.,4,spəṇtā.,equal,True
Y0.7,4,yasnəmcā.,5,yasnəmcā.,equal,True
Y0.7,5,vahməmcā.,6,vaɱəmcā.,substitution,True
Y0.7,6,pərā.,7,fərā.,substitution,True
Y0.7,7,manaŋhā.,8,manaŋhā.,equal,True
Y0.7,8,frā.,9,fərā.,substitution,True
Y0.7,9,vacaŋhā.,10,vacaŋhā.,equal,True
Y0.7,10,frā.,11,fərā.,substitution,True
Y0.7,11,š́iiōϑanā.,12,š́iiaōϑanā.,substitution,True
Y0.7,12,frā.,13,fərā.,substitution,True
Y0.7,13,aŋhā̊.,14,aŋhuiiā.,substitution,True
Y0.7,14,fərātanuuascīt̰.,15;16,fərā. tanuuascīt̰.,many-to-one,True
Y0.7,15,xᵛax́iiā̊.,17,xᵛax́iiā̊.,equal,True
Y0.7,16,uštanəm.,18,uštanəm.,equal,True
Y0.8,0,staōmī.,0,staōmī.,equal,True
Y0.9,0,aṣ̌əm.,0,aṣ̌əm.,equal,True
Y0.9,1,vohī.,1,vohū.,substitution,True
Y0.10,0,frauuarāne.,0,frauuarāne.,equal,True
Y0.10,1,mazdaiiasnō.,1,mazdaiiasnō.,equal,True
Y0.10,2,zaraϑuštrəš.,2,zaraϑuštriš.,substitution,True
Y0.10,3,vīdaēuuō.,3,vīdaēuuō.,equal,True
Y0.10,4,ahura.t̰kaēšō.,4,ahura.t̰kaēšō.,equal,True
Y0.10,5,hāuuanə̄e.,5,hāuuanə̄e.,equal,True
Y0.10,6,aṣ̌aōne.,6,aṣ̌aōne.,equal,True
Y0.10,7,aṣ̌ahe.,7,aṣ̌ahe.,equal,True
Y0.10,8,raϑβe.,8,raϑβe.,equal,True
Y0.10,9,yasnāica.,9,yasnāica.,equal,True
Y0.10,10,vahmāica.,10,vaɱāica.,substitution,True
Y0.10,11,xšnaōϑrāica.,11,xšnaōϑrāica.,equal,True
Y0.10,12,frasastaiiaēca.,12,frasastaiiaēca.,equal,True
Y0.10,13,sāuuaŋhə̄e.,13,sāuuaŋhə̄e.,equal,True
Y0.10,14,vīsiiāica.,14,vīsiiāica.,equal,True
Y0.10,15,aṣ̌aōne.,15,aṣ̌aōne.,equal,True
Y0.10,16,aṣ̌ahe.,16,aṣ̌ahe.,equal,True
Y0.10,17,raϑβe.,17,raϑβe.,equal,True
Y0.10,18,raϑβąm.,22,raϑβąm.,equal,True
Y0.10,19,aiiaranąmca.,23,aiiaranąmca.,equal,True
Y0.10,20,asniianąmca.,24,asńiianąmca.,substitution,True
Y0.10,21,māhiianąmca.,25,māhiianąmca.,equal,True
Y0.10,22,yāiriianąmca.,26,yāiriianąmca.,equal,True
Y0.10,23,sarəδanąmca.,27,sarəδanąmca.,equal,True
Y0.10,24,ahurahe.,32,ahurahe.,equal,True
Y0.10,25,mazdā̊.,33,mazdā̊.,equal,True
Y0.10,26,raēuuatō.,34,raēuuatō.,equal,True
Y0.10,27,xᵛarənaŋᵛhatō.,35,xᵛarənaŋᵛhatō.,equal,True
Y0.10,28,aməṣ̌anąm.,36,aməṣ̌anąm.,equal,True
Y0.10,29,spəṇtanąm.,37,spəṇtanąm.,equal,True
Y0.10,30,miϑrahe.,38,miϑrahe.,equal,True
Y0.10,31,vouru.gaōiiaōitōiš.,39,vouru.gaōiiaōtōiš.,substitution,True
Y0.10,32,rāmanasca.,40,rāmanasca.,equal,True
Y0.10,33,xᵛāstrahe.,41,xᵛāstrahe.,equal,True
Y0.10,34,huuarəxšaētahe.,42,huuarəxšaētahe.,equal,True
Y0.10,35,aməṣ̌ahe.,43,aməṣ̌ahe.,equal,True
Y0.10,36,raēuuahe.,44,raēuuahe.,equal,True
Y0.10,37,auruuat̰.aspahe.,45,auruuat̰.aspahe.,equal,True
Y0.10,38,vaiiaōš.,46,vaiiaōš.,equal,True
Y0.10,39,uparō.kairiiehe.,47,uparō.kairiiehe.,equal,True
Y0.10,40,taraδātō.,48,taraδātō.,equal,True
Y0.10,41,ańiiāiš.,49,ańiiāiš.,equal,True
Y0.10,42,dāmąn.,50,dāmąn.,equal,True
Y0.10,43,aētat̰.,51,aētat̰.,equal,True
Y0.10,44,tē.,52,tē.,equal,True
Y0.10,45,vaiiō.,53,vaiiō.,equal,True
Y0.10,46,yat̰.,54,yat̰.,equal,True
Y0.10,47,tē.,55,tē.,equal,True
Y0.10,48,asti.,56,asti.,equal,True
Y0.10,49,spəṇtō.maińiiāum.,57,spəṇtō.maińiiaōm.,substitution,True
Y0.10,50,razištaiiā̊.,58,razištaiiā̊.,equal,True
Y0.10,51,cistaiiā̊.,59,cistaiiā̊.,equal,True
Y0.10,52,mazdaδātaiiā̊.,60,mazdaδātaiiā̊.,equal,True
Y0.10,53,aṣ̌aōnaiiā̊.,61,aṣ̌aōńiiā̊.,substitution,True
Y0.10,54,daēnaiiā̊.,62,daēnaiiā̊.,equal,True
Y0.10,55,vaŋhuiiā̊.,63,vaŋhuiiā̊.,equal,True
Y0.10,56,māzdaiiasnōiš.,64,māzdaiiasnōiš.,equal,True
Y0.10,57,mąϑrahe.,65,mąϑrahe.,equal,True
Y0.10,58,spəṇtahe.,66,spəṇtahe.,equal,True
Y0.10,59,spəṇtahe.,69,dātahe.,substitution,True
Y0.10,60,aṣ̌aōnō.,,,unmatched,False
Y0.10,61,vərəziiaŋhahe.,,,unmatched,False
Y0.10,62,dātahe.,71,dātahe.,equal,True
Y0.10,63,vīdaēuuahe.,,,unmatched,False
Y0.10,64,dātahe.,80,spəṇtahe.,substitution,True
Y0.10,65,zaraϑuštrōiš.,,,unmatched,False
Y0.10,66,darəγaiiā̊.,82,daēnaiiā̊.,substitution,True
Y0.10,67,upaiianaiiā̊.,,,unmatched,False
Y0.10,68,daēnaiiā̊.,,,unmatched,False
Y0.10,69,vaŋhuiiā̊.,,,unmatched,False
Y0.10,70,māzdaiiasnōiš.,83,māzdaiiasnōiš.,equal,True
Y0.10,71,zarazdātōiš.,,,unmatched,False
Y0.10,72,mąϑrahe.,85,mąϑrahe.,equal,True
Y0.10,73,spəṇtahe.,86,spəṇtahe.,equal,True
Y0.10,74,uši.darəϑrəm.,,,unmatched,False
Y0.10,75,daēnaiiā̊.,,,unmatched,False
Y0.10,76,māzdaiiasnōiš.,,,unmatched,False
Y0.10,77,vīδīm.,,,unmatched,False
Y0.10,78,mąϑrahe.,94,ahurahe.,substitution,True
Y0.10,79,spəṇtahe.,,,unmatched,False
Y0.10,80,āsnahe.,,,unmatched,False
Y0.10,81,xraϑβō.,,,unmatched,False
Y0.10,82,mazdaδātahe.,95,mazdā̊.,substitution,True
Y0.10,83,gaōšō.srītahe.,,,unmatched,False
Y0.10,84,xraϑβō.,,,unmatched,False
Y0.10,85,mazdaδātahe.,101,mazdā̊.,substitution,True
Y0.10,86,āzrō.,,,unmatched,False
Y0.10,87,ahurahe.,,,unmatched,False
Y0.10,88,mazdā̊.,107,mazdaδātahe.,substitution,True
Y0.10,89,puϑra.,,,unmatched,False
Y0.10,90,tauua.,,,unmatched,False
Y0.10,91,ātarš.,,,unmatched,False
Y0.10,92,puϑra.,,,unmatched,False
Y0.10,93,ahurahe.,,,unmatched,False
Y0.10,94,mazdā̊.,,,unmatched,False
Y0.10,95,mat̰.,,,unmatched,False
Y0.10,96,vīspaēibiiō.,109,vīspaēšąm.,substitution,True
Y0.10,97,ātərəbiiō.,,,unmatched,False
Y0.10,98,garōiš.,,,unmatched,False
Y0.10,99,uši.darənahe.,,,unmatched,False
Y0.10,100,mazdaδātahe.,,,unmatched,False
Y0.10,101,aṣ̌axᵛāϑrahe.,,,unmatched,False
Y0.10,102,vīspaēšąm.,,,unmatched,False
Y0.10,103,yazatanąm.,110,yazatanąm.,equal,True
Y0.10,104,aṣ̌aōnąm.,111,aṣ̌aōnąm.,equal,True
Y0.10,105,maińiiauuanąm.,112,maińiiauuanąm.,equal,True
Y0.10,106,gaiϑiianąm.,113,gaēϑiianąm.,substitution,True
Y0.10,107,aṣ̌aōnąm.,114,aṣ̌āunąm.,substitution,True
Y0.10,108,frauuašanąm.,115,frauuaṣ̌inąm.,substitution,True
Y0.10,109,uγranąm.,116,uγranąm.,equal,True
Y0.10,110,aiβiϑīranąm.,117,aiβiϑūranąm.,substitution,True
Y0.10,111,paōiriiō.t̰kaēšanąm.,118,paōiriiō.t̰kaēšanąm.,equal,True
Y0.10,112,frauuašanąm.,119,frauuaṣ̌inąm.,substitution,True
Y0.10,113,nabānazdištanąm.,120,nabānazdištanąm.,equal,True
Y0.10,114,frauuašanąm.,121,frauuaṣ̌inąm.,substitution,True
Y0.10,115,xšnaōϑra.,122,xšnaōϑra.,equal,True
Y0.10,116,yaϑā.,128,yaϑā.,equal,True
Y0.11,,,,,stanza not found,False
